# number of input values: 400
#n_vals=400
# max_t=4.000000e+02, dt=1.000000e+00
#maximum blocking level=6, 28 values in results
#time	 product(acf)
0.000000e+00	 0.000000e+00	 6000 	 6000
1.000000e+00	 3.572880e+02	 5985 	 5985
2.000000e+00	 7.227405e+02	 5970 	 5970
3.000000e+00	 1.106212e+03	 5955 	 5955
4.000000e+00	 1.478083e+03	 5940 	 5940
5.000000e+00	 1.816104e+03	 5925 	 5925
6.000000e+00	 2.133047e+03	 5910 	 5910
7.000000e+00	 2.435870e+03	 5895 	 5895
8.000000e+00	 2.684526e+03	 2940 	 2940
1.000000e+01	 3.252322e+03	 2925 	 2925
1.200000e+01	 3.797970e+03	 2910 	 2910
1.400000e+01	 4.325555e+03	 2895 	 2895
1.600000e+01	 4.689639e+03	 1440 	 1440
2.000000e+01	 5.654155e+03	 1425 	 1425
2.400000e+01	 6.513247e+03	 1410 	 1410
2.800000e+01	 7.384035e+03	 1395 	 1395
3.200000e+01	 7.920888e+03	 690 	 690
4.000000e+01	 9.153796e+03	 675 	 675
4.800000e+01	 1.027789e+04	 660 	 660
5.600000e+01	 1.134035e+04	 645 	 645
6.400000e+01	 1.173550e+04	 315 	 315
8.000000e+01	 1.372150e+04	 300 	 300
9.600000e+01	 1.479664e+04	 285 	 285
1.120000e+02	 1.387881e+04	 270 	 270
1.280000e+02	 1.373843e+04	 120 	 120
1.600000e+02	 1.465889e+04	 105 	 105
1.920000e+02	 1.650355e+04	 90 	 90
2.240000e+02	 1.908607e+04	 75 	 75
