# number of input values: 400
#n_vals=400
# max_t=2.000000e+04, dt=5.000000e+01
#maximum blocking level=7, 24 values in results
#time	 product(acf)
0.000000e+00	 0.000000e+00	 2000 	 2000
5.000000e+01	 1.523193e+02	 1995 	 1995
1.000000e+02	 2.988723e+02	 1990 	 1990
1.500000e+02	 4.534517e+02	 1985 	 1985
2.000000e+02	 6.038479e+02	 1980 	 1980
2.500000e+02	 7.633448e+02	 1975 	 1975
3.000000e+02	 9.236233e+02	 985 	 985
4.000000e+02	 1.260153e+03	 980 	 980
5.000000e+02	 1.606463e+03	 975 	 975
6.000000e+02	 1.898266e+03	 485 	 485
8.000000e+02	 2.543195e+03	 480 	 480
1.000000e+03	 3.165820e+03	 475 	 475
1.200000e+03	 3.731214e+03	 235 	 235
1.600000e+03	 4.994269e+03	 230 	 230
2.000000e+03	 6.248132e+03	 225 	 225
2.400000e+03	 7.526440e+03	 110 	 110
3.200000e+03	 9.920859e+03	 105 	 105
4.000000e+03	 1.228956e+04	 100 	 100
4.800000e+03	 1.649483e+04	 45 	 45
6.400000e+03	 2.078821e+04	 40 	 40
8.000000e+03	 2.576875e+04	 35 	 35
9.600000e+03	 2.541436e+04	 15 	 15
1.280000e+04	 3.928081e+04	 10 	 10
1.600000e+04	 4.466063e+04	 5 	 5
