# number of input values: 400
#n_vals=400
# max_t=2.000000e+04, dt=5.000000e+01
#maximum blocking level=6, 35 values in results
#time	 product(acf)
0.000000e+00	 0.000000e+00	 2000 	 2000
5.000000e+01	 1.523193e+02	 1995 	 1995
1.000000e+02	 2.988723e+02	 1990 	 1990
1.500000e+02	 4.534517e+02	 1985 	 1985
2.000000e+02	 6.038479e+02	 1980 	 1980
2.500000e+02	 7.633448e+02	 1975 	 1975
3.000000e+02	 9.241023e+02	 1970 	 1970
3.500000e+02	 1.085873e+03	 1965 	 1965
4.000000e+02	 1.261114e+03	 1960 	 1960
4.500000e+02	 1.437696e+03	 1955 	 1955
5.000000e+02	 1.530303e+03	 975 	 975
6.000000e+02	 1.867513e+03	 970 	 970
7.000000e+02	 2.193594e+03	 965 	 965
8.000000e+02	 2.502341e+03	 960 	 960
9.000000e+02	 2.814189e+03	 955 	 955
1.000000e+03	 3.016384e+03	 475 	 475
1.200000e+03	 3.637584e+03	 470 	 470
1.400000e+03	 4.270056e+03	 465 	 465
1.600000e+03	 4.898958e+03	 460 	 460
1.800000e+03	 5.525355e+03	 455 	 455
2.000000e+03	 5.946208e+03	 225 	 225
2.400000e+03	 7.176843e+03	 220 	 220
2.800000e+03	 8.389299e+03	 215 	 215
3.200000e+03	 9.575477e+03	 210 	 210
3.600000e+03	 1.071642e+04	 205 	 205
4.000000e+03	 1.152441e+04	 100 	 100
4.800000e+03	 1.398795e+04	 95 	 95
5.600000e+03	 1.598016e+04	 90 	 90
6.400000e+03	 1.822746e+04	 85 	 85
7.200000e+03	 2.075695e+04	 80 	 80
8.000000e+03	 2.119090e+04	 35 	 35
9.600000e+03	 2.728876e+04	 30 	 30
1.120000e+04	 3.372880e+04	 25 	 25
1.280000e+04	 4.085752e+04	 20 	 20
1.440000e+04	 4.665388e+04	 15 	 15
