# number of input values: 400
#n_vals=400
# max_t=2.000000e+04, dt=5.000000e+01
#maximum blocking level=5, 48 values in results
#time	 product(acf)
0.000000e+00	 0.000000e+00	 2000 	 2000
5.000000e+01	 1.523193e+02	 1995 	 1995
1.000000e+02	 2.988723e+02	 1990 	 1990
1.500000e+02	 4.534517e+02	 1985 	 1985
2.000000e+02	 6.038479e+02	 1980 	 1980
2.500000e+02	 7.633448e+02	 1975 	 1975
3.000000e+02	 9.241023e+02	 1970 	 1970
3.500000e+02	 1.085873e+03	 1965 	 1965
4.000000e+02	 1.261114e+03	 1960 	 1960
4.500000e+02	 1.437696e+03	 1955 	 1955
5.000000e+02	 1.608437e+03	 1950 	 1950
5.500000e+02	 1.776265e+03	 1945 	 1945
6.000000e+02	 1.945995e+03	 1940 	 1940
6.500000e+02	 2.111202e+03	 1935 	 1935
7.000000e+02	 2.273790e+03	 1930 	 1930
7.500000e+02	 2.425787e+03	 1925 	 1925
8.000000e+02	 2.578501e+03	 960 	 960
9.000000e+02	 2.890348e+03	 955 	 955
1.000000e+03	 3.204040e+03	 950 	 950
1.100000e+03	 3.512423e+03	 945 	 945
1.200000e+03	 3.822714e+03	 940 	 940
1.300000e+03	 4.137169e+03	 935 	 935
1.400000e+03	 4.454749e+03	 930 	 930
1.500000e+03	 4.776191e+03	 925 	 925
1.600000e+03	 5.048394e+03	 460 	 460
1.800000e+03	 5.674792e+03	 455 	 455
2.000000e+03	 6.306525e+03	 450 	 450
2.200000e+03	 6.916103e+03	 445 	 445
2.400000e+03	 7.523506e+03	 440 	 440
2.600000e+03	 8.122293e+03	 435 	 435
2.800000e+03	 8.746617e+03	 430 	 430
3.000000e+03	 9.363387e+03	 425 	 425
3.200000e+03	 9.877401e+03	 210 	 210
3.600000e+03	 1.101835e+04	 205 	 205
4.000000e+03	 1.228162e+04	 200 	 200
4.400000e+03	 1.356544e+04	 195 	 195
4.800000e+03	 1.472455e+04	 190 	 190
5.200000e+03	 1.574556e+04	 185 	 185
5.600000e+03	 1.669657e+04	 180 	 180
6.000000e+03	 1.777875e+04	 175 	 175
6.400000e+03	 1.885801e+04	 85 	 85
7.200000e+03	 2.138750e+04	 80 	 80
8.000000e+03	 2.373788e+04	 75 	 75
8.800000e+03	 2.704548e+04	 70 	 70
9.600000e+03	 3.059521e+04	 65 	 65
1.040000e+04	 3.397745e+04	 60 	 60
1.120000e+04	 3.803829e+04	 55 	 55
1.200000e+04	 4.240352e+04	 50 	 50
